date,volume,open,high,low,close
2023-06-07,1146000,20.15,20.35,20.15,20.2
2023-06-08,861000,20.4,20.4,20.05,20.3
2023-06-09,551000,20.4,20.4,20.15,20.3
2023-06-12,645000,20.3,20.3,19.95,19.95
2023-06-13,374000,19.95,19.95,19.75,19.85
2023-06-14,452000,19.9,20.2,19.85,19.9
2023-06-15,519000,20.0,20.1,19.9,20.05
2023-06-16,745000,20.1,20.3,20.1,20.2
2023-06-19,730000,20.25,20.3,19.9,19.95
2023-06-20,194000,19.95,20.05,19.95,20.0
2023-06-21,515000,20.1,20.1,19.75,19.9
2023-06-26,390000,20.1,20.1,19.95,19.95
2023-06-27,740000,20.0,20.25,19.95,20.1
2023-06-28,1276000,20.15,20.5,20.1,20.5
2023-06-29,1017000,20.55,20.75,20.4,20.45
2023-06-30,526000,20.5,20.55,20.3,20.4
2023-07-03,664000,20.45,20.5,20.2,20.25
2023-07-04,469000,20.3,20.45,20.1,20.25
2023-07-05,502000,20.25,20.35,20.1,20.1
2023-07-06,963000,20.1,20.1,19.7,19.7
2023-07-07,734000,19.7,19.7,19.25,19.5
2023-07-10,1385000,19.2,19.25,18.8,18.85
2023-07-11,737000,18.85,19.05,18.6,18.65
2023-07-12,949000,18.65,18.8,18.2,18.2
2023-07-13,399000,18.4,18.4,18.1,18.1
2023-07-14,289000,18.15,18.4,18.1,18.3
2023-07-17,239000,18.35,18.5,18.3,18.4
2023-07-18,473000,18.45,18.45,18.05,18.2
2023-07-19,284000,18.3,18.3,18.1,18.2
2023-07-20,280000,18.2,18.9,18.15,18.9
2023-07-21,284000,18.7,18.85,18.4,18.85
2023-07-24,288000,18.55,18.55,18.3,18.35
2023-07-25,220000,18.4,18.5,18.25,18.4
2023-07-26,329000,18.45,18.75,18.4,18.65
2023-07-27,266000,18.7,18.8,18.65,18.8
2023-07-28,174000,18.8,18.8,18.45,18.65
2023-07-31,275000,18.6,18.65,18.35,18.4
2023-08-01,101000,18.55,18.55,18.35,18.45
2023-08-02,255000,18.4,18.65,18.35,18.45
2023-08-04,196000,18.5,18.55,18.35,18.55
2023-08-07,202000,18.6,18.6,18.4,18.55
2023-08-08,176000,18.6,18.6,18.35,18.4
2023-08-09,647000,18.2,18.2,17.85,17.9
2023-08-10,801000,17.85,17.85,17.3,17.35
2023-08-11,236000,17.5,17.55,17.35,17.4
2023-08-14,609000,17.4,17.4,16.9,16.9
2023-08-15,363000,17.0,17.15,16.8,17.15
2023-08-16,331000,17.05,17.3,16.95,17.25
2023-08-17,159000,17.05,17.4,17.0,17.3
2023-08-18,231000,17.3,17.5,17.25,17.4
2023-08-21,90000,17.4,17.4,17.1,17.1
2023-08-22,442000,17.0,17.0,16.7,16.8
2023-08-23,115000,16.85,16.9,16.65,16.9
2023-08-24,136000,16.95,17.0,16.9,16.95
2023-08-25,147000,16.9,17.0,16.9,17.0
2023-08-28,141000,16.9,17.05,16.9,17.05
2023-08-29,70000,17.0,17.05,16.95,17.05
2023-08-30,63000,17.05,17.1,17.0,17.1
2023-08-31,108000,17.15,17.15,17.0,17.15
2023-09-01,329000,17.1,17.3,17.1,17.25
2023-09-04,359000,17.25,17.55,17.15,17.35
2023-09-05,118000,17.45,17.5,17.35,17.5
2023-09-06,174000,17.45,17.45,17.1,17.15
2023-09-07,111000,17.2,17.3,17.15,17.3
2023-09-08,815000,17.6,18.1,17.6,17.9
2023-09-11,393000,17.95,17.95,17.4,17.55
2023-09-12,140000,17.6,17.7,17.6,17.7
2023-09-13,100000,17.7,17.85,17.7,17.85
2023-09-14,174000,17.85,17.9,17.75,17.85
2023-09-15,154000,17.9,17.9,17.7,17.8
2023-09-18,212000,17.65,17.75,17.65,17.7
2023-09-19,108000,17.75,17.75,17.65,17.7
2023-09-20,173000,17.7,17.7,17.5,17.55
2023-09-21,407000,17.6,17.6,17.15,17.2
2023-09-22,167000,17.15,17.2,17.05,17.2
2023-09-25,120000,17.2,17.3,17.2,17.2
2023-09-26,138000,17.2,17.2,17.05,17.2
2023-09-27,179000,17.15,17.15,17.05,17.05
2023-09-28,99000,17.05,17.15,17.05,17.05
2023-10-02,40000,17.15,17.2,17.05,17.1
2023-10-03,68000,17.3,17.3,17.05,17.05
2023-10-04,376000,17.0,17.05,16.75,17.0
2023-10-05,102000,17.0,17.1,16.95,17.0
2023-10-06,102000,17.0,17.15,17.0,17.15
2023-10-11,77000,17.1,17.2,17.1,17.2
2023-10-12,105000,17.2,17.3,17.1,17.3
2023-10-13,80000,17.3,17.3,17.1,17.25
2023-10-16,97000,17.15,17.2,17.1,17.2
2023-10-17,112000,17.25,17.25,17.1,17.1
2023-10-18,178000,17.1,17.1,16.9,16.95
2023-10-19,159000,17.0,17.05,17.0,17.0
2023-10-20,208000,17.0,17.05,16.8,17.05
2023-10-23,153000,17.05,17.1,17.0,17.05
2023-10-24,108000,17.1,17.2,17.0,17.2
2023-10-25,107000,17.25,17.35,17.2,17.35
2023-10-26,50000,17.3,17.35,17.2,17.3
2023-10-27,65000,17.3,17.35,17.25,17.3
2023-10-30,54000,17.35,17.35,17.2,17.25
2023-10-31,132000,17.3,17.35,17.15,17.25
2023-11-01,75000,17.15,17.25,17.15,17.15
2023-11-02,89000,17.15,17.3,17.15,17.25
2023-11-03,102000,17.35,17.35,17.25,17.35
2023-11-06,271000,17.4,17.6,17.35,17.6
2023-11-07,144000,17.6,17.7,17.5,17.7
2023-11-08,299000,17.6,17.6,17.35,17.5
2023-11-09,131000,17.4,17.45,17.35,17.45
2023-11-10,65000,17.45,17.45,17.3,17.4
2023-11-13,262000,17.4,17.4,17.2,17.35
2023-11-14,217000,17.35,17.4,17.35,17.4
2023-11-15,185000,17.4,17.55,17.35,17.45
2023-11-16,218000,17.45,17.6,17.4,17.55
2023-11-17,96000,17.55,17.55,17.45,17.5
2023-11-20,116000,17.5,17.55,17.45,17.55
2023-11-21,206000,17.6,17.7,17.55,17.55
2023-11-22,315000,17.55,17.85,17.55,17.75
2023-11-23,417000,18.1,18.1,17.9,18.0
2023-11-24,112000,17.95,18.05,17.9,17.95
2023-11-27,118000,17.9,18.0,17.75,17.75
2023-11-28,114000,17.8,17.95,17.8,17.95
2023-11-29,98000,18.0,18.05,17.85,17.95
2023-11-30,105000,17.95,17.95,17.8,17.8
2023-12-01,106000,17.8,17.95,17.75,17.9
2023-12-04,110000,17.9,17.95,17.85,17.9
2023-12-05,209000,17.9,17.9,17.7,17.8
2023-12-06,115000,17.85,17.85,17.75,17.8
2023-12-07,114000,17.8,17.8,17.65,17.75
2023-12-08,54000,17.8,17.8,17.65,17.7
2023-12-11,69000,17.65,17.75,17.65,17.65
2023-12-12,91000,17.7,17.75,17.6,17.65
2023-12-13,103000,17.65,17.7,17.55,17.6
2023-12-14,87000,17.65,17.7,17.6,17.65
2023-12-15,4125000,17.7,19.35,17.7,19.0
2023-12-18,2824000,19.15,19.55,18.5,18.75
2023-12-19,868000,18.85,18.85,18.15,18.4
2023-12-20,825000,18.55,19.15,18.5,18.5
2023-12-21,403000,18.5,18.8,18.45,18.55
2023-12-22,249000,18.7,18.7,18.35,18.45
2023-12-25,1029000,18.6,19.1,18.45,18.45
2023-12-26,390000,18.55,18.65,18.3,18.45
2023-12-27,604000,18.5,18.85,18.2,18.35
2023-12-28,262000,18.55,18.55,18.25,18.25
2023-12-29,408000,18.3,18.3,18.05,18.25
2024-01-02,107000,18.3,18.3,18.2,18.25
2024-01-03,222000,18.3,18.5,18.15,18.15
2024-01-04,200000,18.15,18.3,18.1,18.1
2024-01-05,204000,18.1,18.25,18.0,18.1
2024-01-08,991000,18.8,18.9,18.4,18.4
2024-01-09,340000,18.55,18.55,18.25,18.3
2024-01-10,158000,18.3,18.35,18.15,18.2
2024-01-11,139000,18.3,18.3,18.15,18.2
2024-01-12,181000,18.25,18.35,18.15,18.2
2024-01-15,117000,18.4,18.4,18.1,18.15
2024-01-16,250000,18.15,18.15,17.85,17.9
2024-01-17,248000,17.9,17.95,17.65,17.7
2024-01-18,315000,17.65,18.05,17.65,17.8
2024-01-19,49000,17.95,17.95,17.85,17.95
2024-01-22,93000,18.0,18.0,17.85,18.0
2024-01-23,73000,17.95,18.05,17.9,18.05
2024-01-24,84000,18.05,18.2,18.05,18.15
2024-01-25,119000,18.15,18.15,18.0,18.0
2024-01-26,118000,18.0,18.15,18.0,18.1
2024-01-29,118000,18.05,18.2,18.05,18.1
2024-01-30,73000,18.1,18.15,18.0,18.05
2024-01-31,83000,18.05,18.05,18.0,18.0
2024-02-01,70000,18.0,18.1,17.95,18.0
2024-02-02,109000,18.0,18.0,17.9,17.9
2024-02-05,107000,17.9,17.9,17.7,17.9
2024-02-15,484000,17.7,18.35,17.4,17.75
2024-02-16,160000,17.75,17.9,17.7,17.9
2024-02-19,267000,17.9,18.05,17.85,18.05
2024-02-20,185000,18.05,18.05,17.85,17.9
2024-02-21,137000,17.95,18.0,17.95,17.95
2024-02-22,258000,17.95,18.15,17.9,18.1
2024-02-23,199000,18.2,18.2,18.0,18.05
2024-02-26,267000,18.05,18.05,17.85,17.95
2024-02-27,227000,17.85,18.05,17.85,18.05
2024-02-29,213000,18.05,18.05,17.95,18.0
2024-03-01,152000,18.05,18.05,17.85,17.9
2024-03-04,129000,18.0,18.0,17.85,17.85
2024-03-05,291000,17.85,17.9,17.8,17.8
2024-03-06,220000,17.9,17.95,17.7,17.75
2024-03-07,135000,17.8,17.85,17.7,17.75
2024-03-08,850000,17.6,17.7,17.05,17.2
2024-03-11,194000,17.2,17.3,17.2,17.25
2024-03-12,232000,17.5,17.65,17.4,17.65
2024-03-13,770000,17.65,17.65,17.2,17.25
2024-03-14,245000,17.5,17.55,17.4,17.45
2024-03-15,311000,17.6,17.6,17.35,17.35
2024-03-18,245000,17.35,17.35,17.2,17.25
2024-03-19,408000,17.35,17.6,17.3,17.45
2024-03-20,196000,17.5,17.55,17.4,17.4
2024-03-21,315000,17.55,17.7,17.55,17.65
2024-03-22,444000,17.7,17.8,17.5,17.7
2024-03-25,160000,17.6,17.75,17.6,17.7
2024-03-26,336000,17.75,17.75,17.45,17.55
2024-03-27,409000,17.75,17.85,17.6,17.8
2024-03-28,298000,17.9,17.9,17.8,17.85
2024-03-29,318000,17.9,18.05,17.85,17.95
2024-04-01,282000,18.1,18.2,18.05,18.05
2024-04-02,380000,18.15,18.4,18.05,18.05
2024-04-03,849000,18.3,18.9,18.15,18.15
2024-04-08,544000,18.15,18.55,18.15,18.5
2024-04-09,1112000,18.5,18.95,18.5,18.9
2024-04-10,880000,18.9,18.95,18.55,18.6
2024-04-11,678000,18.6,18.6,18.4,18.5
2024-04-12,342000,18.6,18.6,18.5,18.6
2024-04-15,766000,18.6,18.75,18.45,18.7
2024-04-16,461000,18.8,18.8,18.4,18.45
2024-04-17,890000,18.55,18.6,18.45,18.55
2024-04-18,870000,17.3,17.55,17.2,17.25
2024-04-19,524000,17.3,17.3,16.85,16.9
2024-04-22,236000,16.9,17.1,16.85,16.85
2024-04-23,147000,16.8,16.95,16.8,16.85
2024-04-24,100000,16.85,17.0,16.8,16.85
2024-04-25,104000,16.85,16.85,16.75,16.8
2024-04-26,121000,16.9,16.9,16.8,16.8
2024-04-29,161000,16.8,16.95,16.8,16.85
2024-04-30,116000,16.9,16.95,16.85,16.85
2024-05-02,234000,16.9,16.9,16.75,16.9
2024-05-03,246000,16.95,17.0,16.8,16.8
2024-05-06,148000,16.8,16.85,16.8,16.85
2024-05-07,281000,16.85,16.85,16.65,16.7
2024-05-08,307000,16.65,16.7,16.5,16.6
2024-05-09,206000,16.65,16.7,16.5,16.7
2024-05-10,109000,16.8,16.8,16.6,16.7
2024-05-13,146000,16.7,16.7,16.55,16.55
2024-05-14,216000,16.45,16.55,16.3,16.5
2024-05-15,162000,16.6,16.65,16.5,16.65
2024-05-16,98000,16.8,16.8,16.6,16.65
2024-05-17,136000,16.65,16.7,16.55,16.7
2024-05-20,1094000,16.8,17.6,16.8,17.05
2024-05-21,278000,17.15,17.35,17.15,17.25
2024-05-22,191000,17.35,17.35,17.0,17.1
2024-05-23,106000,17.1,17.1,16.9,17.0
2024-05-24,178000,16.95,16.95,16.75,16.8
2024-05-27,163000,16.8,17.0,16.7,16.85
2024-05-28,96000,16.85,16.85,16.75,16.8
2024-05-29,169000,16.8,17.0,16.7,16.85
2024-05-30,86000,16.9,16.95,16.75,16.85
2024-05-31,166000,16.85,17.0,16.75,16.9
2024-06-03,125000,16.9,16.9,16.75,16.9
2024-06-04,104000,16.9,16.9,16.7,16.7
2024-06-05,112000,16.7,16.75,16.55,16.7
2024-06-06,136000,16.9,16.9,16.5,16.6
2024-06-07,75000,16.75,16.75,16.6,16.7
2024-06-11,130000,16.7,16.7,16.5,16.5
2024-06-12,130000,16.9,16.9,16.5,16.6
2024-06-13,110000,16.65,16.65,16.5,16.6
2024-06-14,94000,16.6,16.65,16.5,16.65
2024-06-17,49000,16.75,16.75,16.5,16.6
2024-06-18,88000,16.65,16.65,16.6,16.6
2024-06-19,162000,16.6,16.6,16.5,16.5
2024-06-20,52000,16.55,16.7,16.55,16.55
2024-06-21,90000,16.55,16.7,16.55,16.6
2024-06-24,83000,16.6,16.65,16.55,16.6
2024-06-25,79000,16.6,16.65,16.5,16.6
2024-06-26,42000,16.6,16.6,16.55,16.55
2024-06-27,65000,16.4,16.6,16.4,16.5
2024-06-28,137000,16.4,16.65,16.4,16.6
2024-07-01,90000,16.65,16.65,16.2,16.45
2024-07-02,62000,16.6,16.6,16.5,16.55
2024-07-03,120000,16.55,16.6,16.4,16.5
2024-07-04,110000,16.55,16.6,16.5,16.5
2024-07-05,120000,16.4,16.5,16.4,16.45
2024-07-08,154000,16.5,16.5,16.45,16.45
2024-07-09,207000,16.5,16.5,16.3,16.35
2024-07-10,86000,16.3,16.4,16.3,16.3
2024-07-11,172000,16.35,16.35,16.2,16.25
2024-07-12,131000,16.25,16.4,16.2,16.25
2024-07-15,165000,16.3,16.35,16.1,16.1
2024-07-16,180000,16.2,16.2,16.0,16.15
2024-07-17,164000,16.15,16.25,16.05,16.1
2024-07-18,174000,16.15,16.3,16.1,16.1
2024-07-19,203000,16.2,16.2,15.95,16.0
2024-07-22,174000,16.05,16.05,15.7,15.75
2024-07-23,104000,15.75,15.95,15.7,15.75
2024-07-26,123000,15.75,15.9,15.7,15.75
2024-07-29,21000,15.8,15.8,15.75,15.75
2024-07-30,96000,15.65,15.7,15.6,15.7
2024-07-31,77000,15.75,16.0,15.65,15.75
2024-08-01,66000,15.9,15.95,15.8,15.95
2024-08-02,74000,15.95,15.95,15.75,15.85
2024-08-05,255000,15.7,15.7,14.65,14.65
2024-08-06,128000,14.55,14.95,14.0,14.8
2024-08-07,55000,14.95,15.65,14.95,15.35
2024-08-08,75000,15.5,15.55,15.15,15.4
2024-08-09,95000,15.4,15.55,15.4,15.45
2024-08-12,25000,15.65,15.65,15.5,15.55
2024-08-13,83000,15.6,15.6,15.35,15.55
2024-08-14,91000,15.45,15.75,15.45,15.65
2024-08-15,67000,15.7,15.7,15.5,15.55
2024-08-16,45000,15.75,15.75,15.6,15.7
2024-08-19,74000,15.7,15.8,15.5,15.55
2024-08-20,40000,15.55,15.55,15.35,15.4
2024-08-21,158000,15.5,15.5,15.3,15.4
2024-08-22,95000,15.35,15.45,15.3,15.35
2024-08-23,35000,15.4,15.4,15.2,15.3
2024-08-26,99000,15.35,15.4,15.2,15.3
